LENSID,NIMG,IMG,ID,Parity,ZLENS,ZSRC,VELDISP,ELLIP,PHIE,KAPPA,GAMMA,S,DELAY,MAGI_IN,r0_r,RE_micro,weighted-score
15679829,4,C,15679829_C,Saddle,0.758,1.46,250.6109,0.227039,-57.80025,0.58,0.5,0.7,16.468,21.97,7.163153410457596,206.3864710978762,0.6805484328152805
14105913,2,A,14105913_A,Saddle,0.726,1.81,238.2319,0.1462348,-162.4871,0.54,0.54,0.8,0.0,20.09,17.159483684847903,233.3227344507681,0.6803006165872245
3562606,4,C,3562606_C,Saddle,0.426,1.43,240.4363,0.2026654,116.8609,0.56,0.5,0.8,7.917,18.67,27.850514924120745,301.9079875685239,0.679879497439584
6995291,4,D,6995291_D,Minimum,0.55,2.4,252.9298,0.198602,-73.08686,0.52,0.45,0.8,0.0,22.19,7.9697580653350215,279.7868932545281,0.6796633388728728
56389023,4,A,56389023_A,Saddle,1.34,2.47,264.85,0.4081557,-97.84711,0.52,0.53,0.8,55.668,21.43,11.022168873930019,165.81795222961478,0.6795598682667302
2963871,2,A,2963871_A,Minimum,0.398,0.87,264.85,0.1020861,178.9811,0.49,0.44,0.8,0.0,21.47,6.654580640549373,247.4509929776135,0.679549894175519
2848259,4,C,2848259_C,Minimum,0.392,3.6,264.85,0.4294312,-173.3362,0.47,0.47,0.8,68.528,22.29,8.533992903101261,303.2209151504969,0.6793492771162257
2293464,2,A,2293464_A,Minimum,0.362,0.64,300.6076,0.1838742,-176.8495,0.49,0.47,0.8,0.0,20.73,7.418069093035995,204.09938736966427,0.6791664936690288
3792138,2,B,3792138_B,Saddle,0.436,1.76,266.6859,0.1414048,152.3775,0.58,0.51,0.8,0.0,21.59,9.109456139922134,310.81893360244885,0.6789107018341624
2023386,2,A,2023386_A,Saddle,0.346,2.23,277.332,0.1519949,-163.6355,0.54,0.49,0.8,0.0,21.05,12.471093386171137,351.10349068512437,0.6787440786177505
5227527,2,B,5227527_B,Minimum,0.492,3.01,300.6076,0.3308122,-65.0815,0.46,0.51,0.8,0.0,21.17,13.00274937064946,286.83761826036454,0.6786303617168212
3690616,2,A,3690616_A,Saddle,0.432,1.28,199.5262,0.2159575,-33.00501,0.48,0.52,0.8,0.0,21.15,9.434699085593698,288.73202169798543,0.678556234682786
10471186,2,B,10471186_B,Saddle,0.644,2.23,232.2737,0.07021419,62.4712,0.56,0.51,0.7,0.0,21.57,10.053204832459501,258.29852517600574,0.678545207744242
4580287,2,A,4580287_A,Saddle,0.468,2.52,252.3481,0.1115732,-60.39601,0.52,0.51,0.8,0.0,20.81,14.342040856995983,301.2771920383683,0.6783648014933796
22510156,4,B,22510156_B,Saddle,0.882,4.09,237.684,0.3703385,-34.94905,0.51,0.54,0.8,58.218,22.05,9.67344131710599,206.4961821781003,0.6783614230402095
12997118,2,B,12997118_B,Saddle,0.702,2.11,285.7591,0.1117489,-137.5788,0.54,0.52,0.8,0.0,19.77,20.78616356991254,245.3639046699621,0.6783419901935401
3743755,4,B,3743755_B,Minimum,0.434,3.06,232.2737,0.2475335,168.649,0.48,0.49,0.8,0.0,22.29,8.209343658191647,302.44948824302514,0.6781158830831322
14568990,2,B,14568990_B,Saddle,0.736,3.55,187.4995,0.2307557,-173.7567,0.51,0.53,0.8,0.0,23.05,6.208933414704179,231.4768251257673,0.6780109417035654
1386661,4,B,1386661_B,Saddle,0.302,2.03,218.7762,0.4125706,-34.60421,0.49,0.51,0.8,10.85,20.55,14.83151079125721,376.23742955171485,0.6779065092781638
5498000,4,A,5498000_A,Saddle,0.502,1.42,176.1976,0.3253366,-1.115745,0.5,0.54,0.8,5.775,20.59,12.524989996042862,273.1408023516496,0.6778419757300486
6237108,2,B,6237108_B,Minimum,0.526,2.11,299.9163,0.1330426,-83.26419,0.52,0.43,0.8,0.0,21.99,8.282745944352603,286.17971040204446,0.6777648180577324
2465986,2,A,2465986_A,Minimum,0.372,1.7,250.0345,0.1464259,125.1465,0.49,0.47,0.8,0.0,21.35,9.916270230629822,336.24467488430383,0.6776521672643495
1305944,2,A,1305944_A,Saddle,0.296,2.44,173.3804,0.1355517,-36.55219,0.54,0.53,0.7,0.0,22.53,6.959369362842076,374.73668853132847,0.6774692148854439
347938,2,B,347938_B,Minimum,0.186,1.47,160.6941,0.09182339,-150.9841,0.5,0.43,0.7,0.0,21.13,10.178800665039267,469.46060876691786,0.6774539395419314
3457938,4,A,3457938_A,Saddle,0.422,2.81,172.9816,0.4913797,-13.09446,0.51,0.52,0.7,5.671,21.47,11.268810385947043,311.42648173856617,0.6773634238509258
1744148,2,A,1744148_A,Saddle,0.328,1.51,219.786,0.08025475,149.4864,0.57,0.52,0.7,0.0,20.45,13.662051925244615,352.7591424172578,0.6770904001554299
16386429,2,B,16386429_B,Minimum,0.772,2.54,228.5599,0.2195888,148.0859,0.47,0.49,0.8,0.0,22.63,6.7620731936313385,235.6423908488178,0.677064857073076
931260,2,B,931260_B,Saddle,0.262,1.88,279.8981,0.06513878,-113.8329,0.54,0.58,0.8,0.0,19.29,24.273561804497675,403.2263975784094,0.6769490484504508
1704166,2,A,1704166_A,Saddle,0.326,2.4,155.5966,0.06433201,99.90623,0.52,0.49,0.7,0.0,20.71,14.717875941672427,358.87076846078287,0.6768832452809899
5685043,2,B,5685043_B,Saddle,0.508,2.08,265.4606,0.1703536,-103.5791,0.53,0.49,0.8,0.0,20.75,13.77537370989874,291.1488523310719,0.6768390553470146
6355157,4,D,6355157_D,Minimum,0.53,1.73,247.7422,0.3443489,-51.01863,0.5,0.46,0.8,33.033,22.05,7.474240489053658,278.74685752227583,0.6768248577855296
72647736,2,A,72647736_A,Saddle,1.522,2.83,274.1574,0.2633775,168.7252,0.52,0.54,0.8,0.0,20.61,16.126682549969175,156.87545965078147,0.676451597593581
7463419,2,A,7463419_A,Saddle,0.564,3.82,251.1886,0.199019,34.52975,0.51,0.51,0.8,0.0,21.37,12.652702569570417,254.56644564676031,0.6762904513706965
58484828,2,A,58484828_A,Saddle,1.364,2.52,264.2409,0.5517398,32.4107,0.55,0.52,0.8,176.346,21.13,12.560616482855975,164.66925107646844,0.6762151281367356
409255,2,B,409255_B,Saddle,0.196,1.85,254.0973,0.06825347,-70.89819,0.51,0.49,0.8,0.0,20.13,17.027288967643756,464.3191221105622,0.6760708898683416
6995291,4,A,6995291_A,Saddle,0.55,2.4,252.9298,0.198602,-73.08686,0.54,0.47,0.8,5.526,22.19,7.9697580653350215,279.7868932545281,0.6760423927199846
14873127,4,D,14873127_D,Saddle,0.742,2.32,218.7762,0.2990579,141.3884,0.52,0.51,0.8,26.822,22.57,6.732430859599899,240.00110453631902,0.6757547304773038
11384724,2,A,11384724_A,Saddle,0.666,2.14,210.8628,0.1431514,32.44827,0.53,0.51,0.8,0.0,21.95,8.464240230072875,252.986893544722,0.6754914432105724
1828241,2,A,1828241_A,Saddle,0.334,2.17,177.4189,0.1405239,-36.79209,0.55,0.47,0.7,0.0,21.29,11.182690489483598,357.61557640358654,0.6747894453503865
29769550,4,A,29769550_A,Saddle,0.996,1.9,223.3572,0.1940222,114.6093,0.53,0.51,0.8,5.574,22.53,6.364284995577804,189.17781959582018,0.6747201025977917
3724754,2,B,3724754_B,Minimum,0.434,1.96,165.577,0.1949432,121.966,0.51,0.47,0.7,0.0,20.89,12.711684718387604,314.5363404649049,0.6746298775454848
14094303,4,D,14094303_D,Saddle,0.726,2.48,204.6445,0.3540608,-22.80807,0.55,0.5,0.7,19.736,21.83,9.350270924924873,243.26560739095544,0.6740778926456034
1835201,2,A,1835201_A,Minimum,0.334,0.91,246.6039,0.1052571,-49.01077,0.51,0.46,0.8,0.0,19.77,13.833335659281037,289.35601966717905,0.6739566475495172
11471378,2,B,11471378_B,Saddle,0.668,2.49,218.273,0.1620334,-160.8233,0.52,0.49,0.8,0.0,21.87,9.208250131812886,253.78962170583992,0.6738930805586604
14792554,4,A,14792554_A,Saddle,0.74,2.18,263.6331,0.2323655,140.4634,0.55,0.52,0.8,21.729,23.01,5.491029602936031,239.0879802503128,0.6738879294286755
8514516,2,A,8514516_A,Minimum,0.594,1.52,190.1078,0.2031227,105.0104,0.49,0.46,0.8,0.0,22.31,6.33919912389412,251.34622902604673,0.6732133204865833
5853336,4,B,5853336_B,Minimum,0.514,1.76,198.1527,0.1978872,159.2141,0.49,0.45,0.8,0.0,22.29,6.815417250133811,284.42906220604334,0.6726938217930736
4415322,2,A,4415322_A,Minimum,0.462,2.15,182.81,0.1477866,154.1175,0.5,0.46,0.8,0.0,22.15,7.803931931552877,305.56065172023756,0.6724789642493755
4842090,2,A,4842090_A,Saddle,0.478,3.01,229.0868,0.1680007,-161.0789,0.51,0.52,0.8,0.0,21.07,13.552992299060767,290.5941289909948,0.6723692363826432
1603461,2,B,1603461_B,Saddle,0.318,3.81,263.0268,0.1139004,96.10958,0.52,0.48,0.8,0.0,22.15,9.15274043522721,326.27019733300006,0.6721686503892489
9492274,4,A,9492274_A,Saddle,0.62,1.72,173.3804,0.3271181,-30.0708,0.55,0.52,0.7,15.103,22.33,6.639031455240327,254.01924416395988,0.6717742438524663
2523902,2,B,2523902_B,Saddle,0.376,2.21,155.5966,0.1304603,-106.1636,0.49,0.52,0.8,0.0,20.87,13.394956253764747,337.56857753153406,0.6715851082068496
9512552,4,B,9512552_B,Minimum,0.62,1.79,276.6942,0.3855952,-57.26656,0.45,0.5,0.8,27.579,22.33,6.750381048093012,256.40987686637715,0.6715088456580157
8384404,2,B,8384404_B,Saddle,0.59,1.65,258.8213,0.1364005,-166.9757,0.49,0.51,0.8,0.0,20.53,13.751986460246457,258.9665226720558,0.6714907221730329
485788,2,B,485788_B,Minimum,0.208,1.29,224.9055,0.1163328,-37.38189,0.5,0.48,0.8,0.0,20.61,11.847927205382573,433.5604841750999,0.6712340371757056
795535,2,B,795535_B,Minimum,0.248,3.56,201.8366,0.137463,-165.3137,0.47,0.5,0.8,0.0,20.43,18.402941662947097,372.7611912274032,0.6712136865605535
724940,2,A,724940_A,Minimum,0.24,2.59,208.9296,0.2700351,-171.5309,0.5,0.49,0.8,0.0,20.15,19.014434312817457,409.55836600926256,0.6711294333825873
2327323,2,A,2327323_A,Saddle,0.364,1.79,272.2701,0.09183291,-38.84774,0.55,0.55,0.8,0.0,20.25,15.985575968558578,341.7915904779277,0.6710377703043812
28574452,2,B,28574452_B,Minimum,0.978,1.84,285.7591,0.2716279,-36.83354,0.48,0.46,0.8,0.0,22.97,5.235988684917336,189.0872239276473,0.6709919624733695
6468044,2,A,6468044_A,Minimum,0.534,1.85,199.5262,0.2469024,-142.2343,0.5,0.47,0.8,0.0,20.97,12.021135886803629,280.6666073611467,0.6708371582114692
5557153,4,C,5557153_C,Saddle,0.504,2.22,189.2344,0.5651715,143.4137,0.56,0.5,0.7,25.756,21.17,11.84747270225069,292.6340661863401,0.670681894158655
9346277,2,A,9346277_A,Saddle,0.616,2.31,205.5891,0.2021006,33.07807,0.53,0.48,0.8,0.0,21.29,11.427224721495886,264.57230049023633,0.6706678406786678
9273356,2,A,9273356_A,Saddle,0.614,2.38,201.8366,0.1467741,67.67842,0.51,0.51,0.8,0.0,21.27,11.637384902470366,264.99443309969746,0.670441878031752
2536151,2,A,2536151_A,Saddle,0.376,1.53,207.4914,0.1823999,-46.1522,0.55,0.54,0.7,0.0,20.61,12.862895913434375,328.8286309623183,0.6704281520357871
1363882,4,B,1363882_B,Saddle,0.3,1.67,246.6039,0.2026346,-161.9506,0.56,0.52,0.8,5.505,22.99,4.986918832042047,374.57152102109745,0.6702821694518605
32948446,4,C,32948446_C,Minimum,1.042,3.35,272.8978,0.3133452,-119.8939,0.49,0.5,0.8,42.152,23.09,6.0263464518688785,199.3016779034651,0.6702407952307491
8742080,4,C,8742080_C,Minimum,0.6,1.49,207.9697,0.2931641,7.096846,0.5,0.49,0.8,11.941,21.15,10.158645872830187,247.8656749508573,0.6702210271159043
25582510,4,C,25582510_C,Saddle,0.932,2.6,231.7395,0.1833232,92.49415,0.56,0.51,0.7,5.11,20.83,14.361263446569565,213.05648245418087,0.6700683369488509
5343276,2,B,5343276_B,Minimum,0.496,2.53,294.4422,0.2841074,-170.345,0.48,0.5,0.8,0.0,21.23,12.065558107612746,293.0051150637398,0.6695949204969357
2012457,4,C,2012457_C,Minimum,0.346,2.44,175.3881,0.400474,94.92908,0.46,0.51,0.8,0.714,20.97,13.285254760318832,348.3531196324213,0.6693239570741247
5117166,2,A,5117166_A,Saddle,0.488,1.5,269.1535,0.1447961,138.915,0.52,0.55,0.8,0.0,20.61,12.746271031146966,282.66208699020774,0.669262374764482
6101129,4,A,6101129_A,Minimum,0.522,1.94,247.7422,0.4203789,-32.48407,0.49,0.45,0.8,0.598,22.75,5.8571129264121815,285.70642633996675,0.6691805207858182
2962841,2,B,2962841_B,Saddle,0.398,2.66,246.6039,0.1416521,-97.63454,0.55,0.54,0.8,0.0,20.75,14.94758253453993,322.73736304760945,0.6691757006745614
20179660,2,A,20179660_A,Saddle,0.842,2.54,267.3006,0.1393812,-3.680356,0.52,0.49,0.8,0.0,21.95,8.963546324873812,225.05345628441535,0.6684767833901988
992648,4,A,992648_A,Minimum,0.268,2.5,210.8628,0.4254445,4.852889,0.52,0.44,0.8,0.291,22.19,8.074689733754747,391.2330143446219,0.6684580307731929
11746999,2,B,11746999_B,Saddle,0.674,1.63,331.1311,0.2172304,2.220998,0.51,0.49,0.8,0.0,20.67,12.907796631701812,237.02057580903966,0.6683062499542367
24087087,2,B,24087087_B,Saddle,0.908,3.31,264.2409,0.1034118,-85.4949,0.53,0.5,0.8,0.0,22.55,7.516472507677439,213.25794756528785,0.6681937290168142
8605337,2,B,8605337_B,Minimum,0.596,2.93,279.2544,0.1765896,-77.16036,0.48,0.48,0.8,0.0,21.49,11.305893306009871,264.1083974960793,0.6680282057318072
7673596,2,A,7673596_A,Minimum,0.57,2.02,258.226,0.1497385,43.16876,0.47,0.51,0.8,0.0,21.09,11.835349687181633,273.69492159677367,0.6676335051082375
10223597,3,B,10223597_B,Saddle,0.638,2.04,217.771,0.3720106,-13.21183,0.56,0.48,0.7,8.998,21.39,10.490173673676107,257.75102265882214,0.66754446721617
4358574,2,B,4358574_B,Saddle,0.46,2.48,172.1869,0.1418896,139.3782,0.48,0.52,0.8,0.0,20.89,13.804611686839962,304.1997847280041,0.6674247182628108
18277881,2,B,18277881_B,Saddle,0.808,2.37,194.0886,0.1449836,-84.82856,0.56,0.5,0.7,0.0,22.17,8.003012870112668,229.36972437242267,0.6673545982227331
3556347,2,B,3556347_B,Saddle,0.426,1.12,208.9296,0.1040273,8.657312,0.53,0.5,0.8,0.0,20.03,13.988444174122886,274.8581345902262,0.6673288566222922
15573842,2,A,15573842_A,Minimum,0.756,2.02,241.5461,0.2633485,-63.74479,0.47,0.49,0.8,0.0,21.93,8.35566643214945,233.4463187488506,0.6673070568072241
13823194,2,A,13823194_A,Minimum,0.72,3.61,221.3095,0.3234721,-35.45946,0.44,0.52,0.8,0.0,23.33,5.548998473282966,232.78833783117545,0.6668012331701259
5986155,2,A,5986155_A,Minimum,0.518,1.6,327.3407,0.3328371,-23.20761,0.45,0.5,0.8,0.0,20.49,13.794056896045038,277.63909184520423,0.6666141215627979
1537990,2,A,1537990_A,Saddle,0.314,2.57,158.8547,0.2049671,46.45747,0.56,0.52,0.7,0.0,22.25,7.944262345668609,361.9744536988785,0.6661898695926267
66272329,2,B,66272329_B,Minimum,1.452,3.08,333.4264,0.1775024,143.4801,0.48,0.51,0.8,0.0,22.79,6.684063930945808,165.4556242147615,0.6661845161868225
5117184,4,D,5117184_D,Minimum,0.488,1.86,259.4179,0.2574092,-127.7156,0.47,0.47,0.8,0.0,22.71,5.85711161769528,294.7828582865385,0.6658654134258155
24840724,2,A,24840724_A,Saddle,0.92,2.2,281.1901,0.1212548,30.79672,0.52,0.49,0.8,0.0,20.71,14.290624756007453,210.20825505170643,0.6657277659570899
1745515,2,B,1745515_B,Minimum,0.328,2.44,228.5599,0.3128876,113.2501,0.46,0.48,0.8,0.0,20.93,13.507341713292046,357.1729399657744,0.6657069403944689
6396212,4,A,6396212_A,Minimum,0.532,3.41,171.0015,0.2235445,75.36213,0.49,0.45,0.8,0.0,22.95,6.412943803407513,269.4349177387747,0.6655252264438992
10295183,4,A,10295183_A,Minimum,0.64,1.52,194.0886,0.320887,2.740273,0.5,0.49,0.8,12.939,21.51,8.831498384677989,239.1440932567126,0.6654512735780613
1124135,4,B,1124135_B,Minimum,0.28,3.52,229.0868,0.2873553,-150.3214,0.46,0.5,0.8,0.0,21.03,14.315169215764431,354.2769470427797,0.664996924095768
569997,2,A,569997_A,Saddle,0.22,2.01,244.9063,0.07234734,-139.2641,0.51,0.49,0.8,0.0,20.05,18.17898778812073,438.3942336289249,0.6648586665418311
19258525,2,A,19258525_A,Saddle,0.826,1.85,199.0673,0.1040789,-38.06875,0.53,0.47,0.8,0.0,21.19,10.9735085520138,215.49343221712004,0.6644016771221507
38485973,4,B,38485973_B,Saddle,1.118,2.35,261.2161,0.3500417,-152.8623,0.53,0.5,0.8,17.077,22.43,7.165317951649321,187.31378179781134,0.6642166513897014
56389023,4,B,56389023_B,Saddle,1.34,2.47,264.85,0.4081557,-97.84711,0.51,0.51,0.8,55.805,21.43,11.022168873930019,165.81795222961478,0.6642100875125138
1562197,2,A,1562197_A,Saddle,0.316,1.51,164.8162,0.06055665,-45.19219,0.55,0.53,0.7,0.0,19.33,21.732812423990886,359.72959657030293,0.6641807798342283
30176920,4,A,30176920_A,Saddle,1.002,2.43,237.1374,0.2532273,-89.6765,0.53,0.5,0.8,12.261,22.77,6.292097158861249,202.80644940169645,0.6639683916163023
18167807,2,A,18167807_A,Minimum,0.806,2.25,192.7525,0.1679132,150.8831,0.48,0.47,0.8,0.0,22.57,6.662628612290405,228.55768847997643,0.6636908281663406
33794687,4,A,33794687_A,Minimum,1.054,2.63,214.783,0.2809094,100.2519,0.52,0.47,0.8,0.383,22.41,7.486832430446279,198.62939707472322,0.6633222242766993
580856,2,B,580856_B,Minimum,0.222,0.9,194.0886,0.09430511,20.72946,0.48,0.44,0.8,0.0,19.45,15.690785192216051,370.5014121702025,0.6625187682815711
26486537,2,A,26486537_A,Saddle,0.946,2.13,303.3891,0.1437253,-136.072,0.52,0.51,0.8,0.0,20.67,14.3633698536074,204.8268394979748,0.6624979989730193
5104860,2,B,5104860_B,Minimum,0.488,1.17,190.9853,0.1160857,10.27563,0.5,0.48,0.8,0.0,20.41,12.234885476747442,255.99471333156606,0.661972989841052
1124135,4,C,1124135_C,Minimum,0.28,3.52,229.0868,0.2873553,-150.3214,0.5,0.48,0.8,0.773,21.03,14.315169215764431,354.2769470427797,0.6618513264215735
6105756,4,B,6105756_B,Minimum,0.522,3.28,250.0345,0.2784899,-1.979545,0.49,0.49,0.8,5.668,21.87,9.941765175476379,274.2700811952975,0.661734402481691
21807349,2,B,21807349_B,Minimum,0.87,3.23,324.3396,0.2289756,26.73969,0.47,0.52,0.8,0.0,21.57,11.216019209388053,218.3584036295269,0.6615639420573168
12449198,2,B,12449198_B,Saddle,0.69,1.62,275.4229,0.1018448,-52.61751,0.54,0.58,0.8,0.0,20.33,14.821003363090382,232.7718336893293,0.661425605608572
34949959,4,D,34949959_D,Saddle,1.07,2.69,261.8183,0.2940241,-141.861,0.56,0.46,0.8,63.286,22.39,7.5999746510644455,197.2721616247615,0.6611674220044281
23230359,2,B,23230359_B,Saddle,0.894,2.48,219.2805,0.1668305,91.96775,0.48,0.53,0.8,0.0,20.89,13.804611686839962,217.45600893387243,0.660938770161031
37298456,2,B,37298456_B,Saddle,1.102,3.09,261.8183,0.1107378,86.47487,0.57,0.53,0.8,0.0,20.41,17.93920062729076,194.7889468522601,0.6606552766172163
20295200,2,B,20295200_B,Minimum,0.844,1.9,297.1666,0.1473899,34.0927,0.49,0.45,0.8,0.0,22.07,7.701044258359485,214.16584898445296,0.6606097453689089
23463706,2,A,23463706_A,Saddle,0.898,2.31,213.7962,0.1527674,-31.51651,0.54,0.5,0.8,0.0,22.43,7.124276525537911,215.22097984788516,0.6604789953530725
30867410,4,A,30867410_A,Minimum,1.012,1.65,297.1666,0.2990765,118.6353,0.46,0.5,0.8,0.0,21.89,7.826461191635573,170.91235601628247,0.6601608098426516
909169,2,A,909169_A,Saddle,0.26,2.04,200.9093,0.1774642,-108.9217,0.5,0.56,0.8,0.0,19.67,21.39846783950701,404.3418618116102,0.6601248884476588
992648,4,B,992648_B,Minimum,0.268,2.5,210.8628,0.4254445,4.852889,0.44,0.49,0.8,0.0,22.19,8.074689733754747,391.2330143446219,0.6599315830067284
1037083,2,B,1037083_B,Minimum,0.272,1.02,308.3188,0.2375559,-87.29581,0.48,0.43,0.8,0.0,20.25,12.120247401122246,347.9424512735032,0.6599183338643626
887024,2,B,887024_B,Saddle,0.258,1.67,176.1976,0.04082166,-68.04092,0.55,0.55,0.7,0.0,20.05,16.86678463439645,404.02156064325106,0.6598795853022372
1361669,4,C,1361669_C,Saddle,0.3,2.05,217.2701,0.6621846,100.1695,0.56,0.54,0.7,4.202,20.01,18.619715381023237,377.36282357178106,0.659562068106983
18297342,4,C,18297342_C,Saddle,0.808,2.1,269.7739,0.3450064,-75.23395,0.52,0.54,0.8,17.259,22.65,6.289611577248319,225.8623772200173,0.6595576748188642
18287038,2,A,18287038_A,Saddle,0.808,1.81,225.4239,0.07101015,13.32092,0.53,0.51,0.8,0.0,20.33,15.534748124530644,217.19816388813877,0.6594744494219172
2914468,2,A,2914468_A,Minimum,0.396,1.85,188.3649,0.1044712,85.43119,0.53,0.45,0.7,0.0,22.07,7.61983393354849,328.3170661932966,0.6591107010459524
14976472,2,B,14976472_B,Minimum,0.744,1.6,232.2737,0.2624759,-128.2992,0.49,0.47,0.8,0.0,21.83,7.915748968030496,219.53137074869582,0.6590142470124617
4323785,2,A,4323785_A,Saddle,0.458,2.49,254.0973,0.1055171,-86.22532,0.56,0.53,0.8,0.0,20.59,15.652261965762786,304.7140960800569,0.6588738055369459
62680267,4,A,62680267_A,Saddle,1.412,2.93,232.2737,0.3804993,154.8131,0.52,0.5,0.8,41.081,22.49,7.469729631153666,167.2482517862599,0.6587179379165564
27650544,2,B,27650544_B,Minimum,0.964,2.17,234.4229,0.1684872,66.3903,0.52,0.46,0.8,0.0,22.47,6.8571919214197266,203.21580375898588,0.6586641517220746
20981770,4,D,20981770_D,Saddle,0.856,2.27,229.6149,0.1589289,144.3661,0.57,0.51,0.7,0.0,21.79,9.233471604050447,220.91734249716654,0.6583768652946113
6868043,2,B,6868043_B,Minimum,0.546,2.64,226.9865,0.1359433,55.65408,0.47,0.51,0.8,0.0,21.37,11.534337056188408,278.82932980724337,0.6583385557204271
737822,2,B,737822_B,Minimum,0.242,1.68,149.9685,0.1183166,-12.413,0.49,0.49,0.7,0.0,19.63,20.12559473279986,417.2897401052445,0.6581820140852263
13149311,2,A,13149311_A,Minimum,0.706,3.34,190.1078,0.2017033,-64.49528,0.5,0.49,0.8,0.0,22.53,7.595335786419439,238.92256668611816,0.658037360028054
726263,2,B,726263_B,Saddle,0.24,1.35,185.7804,0.1115523,16.31903,0.5,0.54,0.8,0.0,18.79,25.769630367937328,406.47001919109437,0.6575058191674408
11572729,2,B,11572729_B,Saddle,0.67,1.66,244.9063,0.2026242,-71.58004,0.55,0.54,0.8,0.0,20.49,14.01859831065766,239.4307932221717,0.6574785713038234
38618140,2,A,38618140_A,Saddle,1.12,2.68,210.3778,0.1877801,169.7042,0.52,0.53,0.8,0.0,22.19,8.24774471281775,191.8445214927678,0.6573886875130797
11634487,2,B,11634487_B,Minimum,0.672,3.78,183.2314,0.1787782,-158.4037,0.54,0.43,0.7,0.0,22.39,8.272688122657955,236.96369458432287,0.6573051218848213
34375811,2,B,34375811_B,Saddle,1.062,4.25,300.6076,0.08747609,-157.864,0.57,0.51,0.8,0.0,21.23,13.684539219574518,188.82675964675838,0.6567009590055637
6481523,2,B,6481523_B,Minimum,0.534,2.76,253.5129,0.2161342,-112.1607,0.45,0.5,0.8,0.0,21.93,9.265243878470264,280.2617766832969,0.6566324785306061
14787659,4,A,14787659_A,Minimum,0.74,3.53,264.85,0.3158909,-22.03925,0.48,0.5,0.8,19.164,22.37,8.219996515976934,231.22347952431974,0.6561443377309296
13247637,2,B,13247637_B,Saddle,0.708,3.46,189.2344,0.04180792,-110.1311,0.56,0.51,0.7,0.0,20.75,16.014386312630158,236.84026637750964,0.655984686691582
8383298,2,A,8383298_A,Minimum,0.59,1.62,266.6859,0.1410727,58.19838,0.5,0.45,0.8,0.0,21.19,10.377138324982873,257.6412587368914,0.6559717362460123
19068686,2,A,19068686_A,Minimum,0.822,1.44,269.7739,0.2448588,-42.76185,0.45,0.51,0.8,0.0,19.99,16.168614794694637,190.2061694354705,0.6556731485940241
24462276,2,A,24462276_A,Saddle,0.914,2.25,232.2737,0.08839127,120.9323,0.57,0.52,0.7,0.0,21.03,12.613790265620192,212.00166885130912,0.6556606550741475
19946025,4,C,19946025_C,Minimum,0.838,3.14,230.1442,0.299534,-40.85504,0.46,0.5,0.8,0.0,22.87,6.498011724735739,223.10982708324963,0.6555761808835565
1339360,2,A,1339360_A,Minimum,0.298,2.06,248.8857,0.1181869,33.22349,0.48,0.5,0.8,0.0,20.01,18.653337802175326,378.530859392303,0.6551083494335612
